,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_positive_score,tweet_neutral_score,tweet_negative_score
248,BBC News (World),Banksy tribute to Bataclan terror victims stolen in Paris https://t.co/rJNS4OlNw7,Sat Jan 26 22:27:42 +0000 2019,-0.836,0.0,0.44,0.56
249,BBC News (World),Louisiana shootings: Five killed and suspect at large https://t.co/kueWUsazcN,Sat Jan 26 22:07:34 +0000 2019,-0.7717,0.0,0.511,0.489
250,BBC News (World),Brumadinho dam collapse: Hope fades for hundreds missing in Brazil https://t.co/UG1DChoRhE,Sat Jan 26 21:17:28 +0000 2019,-0.3612,0.178,0.491,0.331
251,BBC News (World),Trudeau fires Canadian ambassador to China after controversy https://t.co/rfg8EpF5bt,Sat Jan 26 20:48:13 +0000 2019,0.0,0.0,1.0,0.0
252,BBC News (World),Kurdish protesters storm Turkish military camp in Iraq https://t.co/sexcppmYql,Sat Jan 26 19:13:47 +0000 2019,-0.2263,0.0,0.808,0.192
253,BBC News (World),Taliban talks: US envoy says significant progress made in Qatar https://t.co/D6g1Xxz47b,Sat Jan 26 18:14:59 +0000 2019,0.5574,0.338,0.662,0.0
254,BBC News (World),Nigerian chief justice ban raises international concerns https://t.co/SHiDqShQYd,Sat Jan 26 16:57:27 +0000 2019,-0.0516,0.262,0.462,0.277
255,BBC News (World),Trump insists Mexico wall will be built despite deal to end shutdown https://t.co/DFz3GQAZ1H,Sat Jan 26 16:53:05 +0000 2019,0.0,0.0,1.0,0.0
256,BBC News (World),Venezuela crisis: Maduro given ultimatum by European leaders https://t.co/FxESFaA1kg,Sat Jan 26 15:06:40 +0000 2019,-0.6249,0.0,0.661,0.339
257,BBC News (World),US shutdown: National press see a defeat for Donald Trump https://t.co/eNXRFjX4p1,Sat Jan 26 13:43:46 +0000 2019,-0.4588,0.0,0.75,0.25
258,BBC News (World),"'Little hope' of finding missing after Brazil dam collapse

[Tap to expand]

https://t.co/psUuP8EsmP https://t.co/BbYhYNHmJw",Sat Jan 26 13:04:08 +0000 2019,-0.4201,0.137,0.579,0.284
259,BBC News (World),"RT @BBCNews: Following illegal migrants through four European ports

[Tap to expand]

https://t.co/ozr4zC6K3i https://t.co/ilcmCO335E",Sat Jan 26 12:37:08 +0000 2019,-0.5574,0.0,0.783,0.217
260,CBS News,"Sen. Joe Manchin says government shutdowns can be avoided if members of Congress lose their pay when they happen: ""… https://t.co/3UrSkkG4g0",Sun Jan 27 16:16:04 +0000 2019,-0.6705,0.0,0.735,0.265
261,CBS News,"Sen. Joe Manchin on @FaceTheNation: "" You have people that came to the country the wrong way for the right reason..… https://t.co/FN5P7YuKzA",Sun Jan 27 16:11:02 +0000 2019,-0.4767,0.0,0.866,0.134
262,CBS News,Margaret Brennan asks Sen. Susan Collins: Why haven't we been hearing more from the Republican Party about the news… https://t.co/Xn8GiW2q06,Sun Jan 27 16:01:37 +0000 2019,0.4019,0.124,0.876,0.0
263,CBS News,"What did the longest government shutdown in U.S. history accomplish?

Sen. Susan Collins: ""Well, I would say absolu… https://t.co/9B7rXyrEEU",Sun Jan 27 15:54:40 +0000 2019,0.4215,0.141,0.859,0.0
264,CBS News,"Sen. Susan Collins says the Roger Stone indictment shows ""the importance of the special counsel being allowed to co… https://t.co/yrqQyOIZBK",Sun Jan 27 15:49:42 +0000 2019,0.6369,0.224,0.776,0.0
265,CBS News,RT @FaceTheNation: .@MickMulvaneyOMB on when federal employees can expect to be paid: “Some of them could be early this week. Some of them…,Sun Jan 27 15:46:08 +0000 2019,0.0,0.0,1.0,0.0
266,CBS News,"Margaret Brennan asks acting White House Chief of Staff Mick Mulvaney: ""You actually think this 35-day shutdown was… https://t.co/57oRrUffNO",Sun Jan 27 15:46:05 +0000 2019,0.0,0.0,1.0,0.0
267,CBS News,Acting White House Chief of Staff Mick Mulvaney tells @FaceTheNation President Trump is prepared to shut down the g… https://t.co/5rXuV1ea0m,Sun Jan 27 15:37:04 +0000 2019,0.2263,0.091,0.909,0.0
268,CBS News,A Banksy artwork honoring victims of the Bataclan terror attack in Paris has been stolen https://t.co/wG5cr1J1k9 https://t.co/0IJoJsbZun,Sun Jan 27 15:09:44 +0000 2019,-0.8271,0.125,0.418,0.456
269,CBS News,"Louisiana gunman accused of killing 5 people, including his parents, arrested in Virginia after overnight manhunt… https://t.co/NkxGTTVJJH",Sun Jan 27 14:49:50 +0000 2019,-0.8658,0.0,0.573,0.427
270,CBS News,"In a breathtakingly mistake-free performance, Novak Djokovic crushes Rafael Nadal for a record 7th Australian Open… https://t.co/imBXRAeNra",Sun Jan 27 14:29:48 +0000 2019,-0.4404,0.0,0.828,0.172
271,CBS News,"RT @CBSSunday: For 40 years, we've meandered from exotic destinations to the mundane -- from out-of-the-way places to our very own backyard…",Sun Jan 27 14:23:17 +0000 2019,0.0,0.0,1.0,0.0
272,CBS News,"Pope Francis in Panama speaks of ""weariness"" that comes from ""seeing a church wounded by sin""… https://t.co/RwSLiPSWwv",Sun Jan 27 14:03:04 +0000 2019,0.0,0.0,1.0,0.0
273,CBS News,"Alysa Liu, 13, becomes youngest ever U.S. national figure skating champion https://t.co/E1JYfCd9yO https://t.co/CQNQmjjfvz",Sun Jan 27 13:48:03 +0000 2019,0.5994,0.245,0.755,0.0
274,CBS News,What opens again now that the government shutdown is over? https://t.co/LCD8gPlOcW https://t.co/8GvBlsGGcn,Sun Jan 27 13:33:04 +0000 2019,0.0,0.0,1.0,0.0
275,CBS News,Victims forced to give up Canada Goose coats in spate of armed robberies https://t.co/nh7QJLXetb https://t.co/mwqIbjTugg,Sun Jan 27 13:18:03 +0000 2019,-0.6486,0.0,0.71,0.29
276,CBS News,"Amazon face-detection technology shows gender and racial bias, researchers say https://t.co/WRFUyQ2mar https://t.co/VDgY1EmAPd",Sun Jan 27 13:03:04 +0000 2019,0.0772,0.13,0.763,0.107
277,CBS News,"Extinction of lemurs would have huge implications for humans, scientists say https://t.co/Sveqw2kcqt https://t.co/qk0SYQrUNl",Sun Jan 27 12:48:04 +0000 2019,0.3182,0.161,0.839,0.0
278,CBS News,"Bitcoin no longer worth the mining cost, JPMorgan says https://t.co/wvMj6Y9qxq https://t.co/xkakFgKlDE",Sun Jan 27 12:33:04 +0000 2019,-0.0772,0.145,0.687,0.168
279,CBS News,Bahamiam restaurant owner defrauded by Fyre Festival will share GoFundMe donations https://t.co/cfU1otPOX8 https://t.co/mPA907xLLV,Sun Jan 27 12:18:04 +0000 2019,0.6597,0.329,0.671,0.0
280,The New York Times,"Jared Kushner's pitch to Democrats during negotiations to end the shutdown: He was the person who could ""land this… https://t.co/iJwgAAKKuJ",Sun Jan 27 16:30:11 +0000 2019,0.0,0.0,1.0,0.0
281,The New York Times,Venezuelan President Maduro backed down from a demand that all U.S. diplomats leave the country this weekend https://t.co/tDzUdrvJ1X,Sun Jan 27 16:15:09 +0000 2019,-0.1531,0.062,0.787,0.152
282,The New York Times,3 men convicted of plotting to blow up an apartment complex in Kansas that was home to Somali refugees have been se… https://t.co/kEEqBccB9I,Sun Jan 27 16:00:08 +0000 2019,0.0,0.0,1.0,0.0
283,The New York Times,Prince Philip has sent an apology letter to a woman injured when his Land Rover hit her minivan earlier this month https://t.co/pVwLarn8yB,Sun Jan 27 15:46:08 +0000 2019,-0.3612,0.052,0.83,0.118
284,The New York Times,"""Jonas Mekas did many things in his long life, but one thing he did better than almost anyone — the last thing he d… https://t.co/iT6CtrzgMK",Sun Jan 27 15:30:06 +0000 2019,0.5927,0.143,0.857,0.0
285,The New York Times,Donald Trump and his associates had more than 100 contacts with Russians before the inauguration… https://t.co/HTRGH5n3NW,Sun Jan 27 15:17:02 +0000 2019,0.0,0.0,1.0,0.0
286,The New York Times,"In a stealth arms race over the 5G networks that will remake the internet, the U.S. has been pressuring allies to f… https://t.co/od9gOVA8uD",Sun Jan 27 15:07:16 +0000 2019,-0.4019,0.0,0.844,0.156
287,The New York Times,"Are you buried in samples of cosmetics, lotions, hair products or perfumes? Here are some tips for getting a handle… https://t.co/KwI1W6XnPe",Sun Jan 27 15:02:37 +0000 2019,0.0,0.0,1.0,0.0
288,The New York Times,"For years, undocumented workers cleaned and landscaped a Trump golf course in Westchester, N.Y. This month, about o… https://t.co/dsgBp4XOJp",Sun Jan 27 14:45:05 +0000 2019,0.0,0.0,1.0,0.0
289,The New York Times,Fatima Ali publicly battled a rare form of cancer for a year while she sought to fulfill her final wish of eating a… https://t.co/WHT4kr6oDy,Sun Jan 27 14:30:11 +0000 2019,-0.25,0.185,0.596,0.219
290,The New York Times,"""After years of living a 'secular' life, I realized that my notion of sin has evolved,"" writes Julia Scheeres. ""I a… https://t.co/vWx4SVc19H",Sun Jan 27 14:15:04 +0000 2019,-0.5574,0.0,0.841,0.159
291,The New York Times,"""The question is whether Mr. Mueller’s team will find evidence that the Trump campaign agreed to work with WikiLeak… https://t.co/nJFZGmoq9U",Sun Jan 27 14:00:04 +0000 2019,0.2732,0.1,0.9,0.0
292,The New York Times,The toll exacted on U.S. government operations and federal employees by the record 35-day shutdown was so punishing… https://t.co/ExejuQYkIG,Sun Jan 27 13:30:08 +0000 2019,0.0,0.0,1.0,0.0
293,The New York Times,Cuba is a longtime ally of Venezuela and its biggest supporter in the region. The Cuban government has offered Vene… https://t.co/Ys8bBoIyDU,Sun Jan 27 13:00:09 +0000 2019,0.2732,0.1,0.9,0.0
294,The New York Times,The end of the U.S. government shutdown signals the start of 3 weeks of intense negotiations over border security i… https://t.co/Wx1ZfY9xBt,Sun Jan 27 12:45:02 +0000 2019,0.4019,0.171,0.829,0.0
295,The New York Times,A pharmaceutical company sold its patent rights for a blockbuster drug to a Native American tribe. Stymied competit… https://t.co/HbXEKrKzdr,Sun Jan 27 12:32:03 +0000 2019,0.5994,0.206,0.794,0.0
296,The New York Times,"RT @maggieNYT: Kushner was asked by POTUS to get a wall deal. He emerged from the shutdown mess with no immigration deal, but with Dems, co…",Sun Jan 27 12:15:01 +0000 2019,-0.3291,0.0,0.873,0.127
297,The New York Times,A bill before the Washington State Legislature would make this state the first in the U.S. to explicitly allow huma… https://t.co/S47f3sNRhD,Sun Jan 27 12:00:09 +0000 2019,0.2263,0.091,0.909,0.0
298,The New York Times,What the shutdown revealed about America https://t.co/jms3CNvvuW,Sun Jan 27 12:00:05 +0000 2019,0.0,0.0,1.0,0.0
299,The New York Times,A father-and-son hunting pair fatally shot a mother black bear and her cubs in their den on a remote island in Alas… https://t.co/hLqDdNT3l8,Sun Jan 27 11:30:02 +0000 2019,-0.6369,0.0,0.819,0.181
300,Fox News,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018,0.5719,0.207,0.793,0.0
301,Fox News,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018,-0.7351,0.0,0.721,0.279
302,Fox News,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018,-0.4215,0.0,0.714,0.286
303,Fox News,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018,0.7964,0.283,0.717,0.0
304,Fox News,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018,0.4404,0.293,0.707,0.0
305,Fox News,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018,-0.4767,0.0,0.693,0.307
306,Fox News,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018,0.0772,0.061,0.939,0.0
307,Fox News,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018,-0.5423,0.0,0.829,0.171
310,Fox News,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018,0.0,0.0,1.0,0.0
311,Fox News,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018,0.2006,0.126,0.783,0.091
312,Fox News,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167
313,Fox News,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
314,Fox News,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217
315,Fox News,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088
316,Fox News,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099
319,Fox News,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0
320,CNN,Here's what to know about Venezuela's Juan Guaido https://t.co/siaXct6YDB,Sun Jan 27 07:01:08 +0000 2019,0.0,0.0,1.0,0.0
321,CNN,A rare sight known as a super blood wolf moon was one of the first skywatching events of 2019… https://t.co/4OIrdZnaFs,Sun Jan 27 06:31:00 +0000 2019,0.5994,0.187,0.813,0.0
322,CNN,"China will overtake the US as the world's biggest retail market this year
https://t.co/uZSCVJ9e6F https://t.co/OE8uEqp5TS",Sun Jan 27 06:01:04 +0000 2019,0.0,0.0,1.0,0.0
323,CNN,This CEO wants to make grocery shopping effortless https://t.co/Ng5MqYFu0V https://t.co/hec2i12rWg,Sun Jan 27 05:31:00 +0000 2019,0.0,0.0,1.0,0.0
324,CNN,An explosion at Jolo Cathedral in the Mindanao region of the Philippines killed more than a dozen people https://t.co/M7Sx0UwiG3,Sun Jan 27 05:22:38 +0000 2019,-0.6705,0.0,0.791,0.209
325,CNN,"Solar and wind are booming, while coal keeps shrinking https://t.co/8OKd2ReaoS https://t.co/745iqmbpq3",Sun Jan 27 05:01:03 +0000 2019,0.0,0.0,1.0,0.0
326,CNN,"President Trump said more than 6,000(!) untrue things in 2018 | Analysis by @CillizzaCNN https://t.co/PMy44Ltioq https://t.co/aIJYuSVdF6",Sun Jan 27 04:30:07 +0000 2019,0.0,0.0,1.0,0.0
327,CNN,Autonomous vehicles aren’t just futuristic technology. They could someday help to reduce crashes and human error on… https://t.co/1JttqELjAM,Sun Jan 27 04:00:10 +0000 2019,0.0,0.126,0.748,0.126
328,CNN,"The House Oversight Committee, which is expected to be at the center of investigations into the Trump administratio… https://t.co/5Vu9R65itM",Sun Jan 27 03:30:12 +0000 2019,0.0,0.0,1.0,0.0
329,CNN,Facebook CEO Mark Zuckerberg is joining other local companies and organizations to raise $500 million to help fight… https://t.co/4EPHVyaayc,Sun Jan 27 03:00:06 +0000 2019,0.4019,0.13,0.87,0.0
330,CNN,"Inside the White House, aides and advisers are despondent over a wasted month https://t.co/FoLHojV47K https://t.co/nECZfCTLVx",Sun Jan 27 02:30:07 +0000 2019,-0.743,0.0,0.656,0.344
331,CNN,"Separated at Birth, Reunited as Adults. Miracle? Or Mystery? Discover the Incredible True Story of… https://t.co/AhLE27Jsww",Sun Jan 27 02:03:09 +0000 2019,0.7882,0.332,0.668,0.0
332,CNN,These giant murals will share Atlanta's civil rights history with Super Bowl visitors https://t.co/gYDzwJN9f5 https://t.co/W5qP0VOOQZ,Sun Jan 27 01:30:10 +0000 2019,0.7269,0.319,0.681,0.0
333,CNN,"Approximately a dozen undocumented employees at Trump National Golf Club in Westchester County, New York, were fire… https://t.co/esCedhS3ke",Sun Jan 27 01:15:08 +0000 2019,0.0,0.0,1.0,0.0
334,CNN,"Democratic Sen. Sherrod Brown says he could defeat President Trump in Ohio and New York in 2020, even though he won… https://t.co/EAl4I4GEQF",Sun Jan 27 01:00:14 +0000 2019,-0.4588,0.0,0.875,0.125
335,CNN,"US special envoy for Venezuela has long, controversial history in Latin America https://t.co/Kj26ZUIbn8 https://t.co/DVH3e5mzCw",Sun Jan 27 00:45:03 +0000 2019,0.2263,0.164,0.727,0.109
336,CNN,"Cash for babies, $10,000 gifts, $1 homes. These incentives to move to rural Italy represent a last-ditch battle to… https://t.co/LR6D2kNxYJ",Sun Jan 27 00:30:17 +0000 2019,-0.0772,0.105,0.776,0.119
337,CNN,Rescuers in Spain find body of 2-year-old boy who fell down well https://t.co/3jdMtTRYlG https://t.co/f0ZAVzTy3k,Sun Jan 27 00:15:04 +0000 2019,0.2732,0.139,0.861,0.0
338,CNN,US Secretary of State Mike Pompeo says he hopes the Russians will stop supporting Venezuela President Nicolas Madur… https://t.co/YyximfrgJe,Sun Jan 27 00:00:13 +0000 2019,0.5423,0.238,0.669,0.092
339,CNN,"The government is reopening, but some students still feel shutdown pain https://t.co/p2yVBBzV3S https://t.co/rF394EgNH6",Sat Jan 26 23:45:05 +0000 2019,-0.6652,0.0,0.729,0.271
340,BBC News (World),"Kim Porter, mother to three of Diddy's children, died from pneumonia https://t.co/dVnT5QfXmw",Sat Jan 26 11:47:15 +0000 2019,-0.5574,0.0,0.753,0.247
341,BBC News (World),"RT @BBCSport: CHAMPION!

Naomi Osaka wins the Australian Open women's singles title for the first time with a dramatic victory over Petra K…",Sat Jan 26 11:14:02 +0000 2019,0.8633,0.301,0.699,0.0
342,BBC News (World),"RT @BBCSport: What a comeback!

Petra Kvitova saves three Championship points and takes us to a deciding set against Naomi Osaka.

Live 📻📱💻…",Sat Jan 26 10:35:11 +0000 2019,0.4926,0.138,0.862,0.0
343,BBC News (World),"RT @bbctennis: Petra Kvitova has dropped a set for the first time in this tournament.

Can she recover and take us to a decider?

🇯🇵 Osaka…",Sat Jan 26 09:44:47 +0000 2019,0.0,0.0,1.0,0.0
344,BBC News (World),"RT @bbctennis: Petra Kvitova holds off a threat of a break from Naomi Osaka.

It's tie-break time in the first set.

🇯🇵 Osaka 6-6 🇨🇿 Kvitov…",Sat Jan 26 09:35:45 +0000 2019,-0.5267,0.0,0.871,0.129
345,BBC News (World),"Hundreds missing after Brazil dam collapse

https://t.co/EGQRS7ViUB https://t.co/TiRDGjzVZs",Sat Jan 26 09:27:53 +0000 2019,-0.6597,0.0,0.526,0.474
346,BBC News (World),Australia Day celebrated amid 'Invasion Day' protests https://t.co/PmpPDeL8fa,Sat Jan 26 09:17:39 +0000 2019,0.4215,0.319,0.517,0.164
347,BBC News (World),"RT @BBCSport: We are under way in Melbourne!

Follow live radio and online coverage of Naomi Osaka v Petra Kvitova in the women's singles f…",Sat Jan 26 08:49:12 +0000 2019,0.0,0.0,1.0,0.0
348,BBC News (World),Oscar-winning French composer Michel Legrand dies aged 86 https://t.co/iYzi3SB7hu,Sat Jan 26 08:07:20 +0000 2019,-0.3818,0.0,0.755,0.245
349,BBC News (World),Spain Totalán search: Body of missing boy found https://t.co/dc2BUj7aXO,Sat Jan 26 02:27:45 +0000 2019,-0.296,0.0,0.784,0.216
350,BBC News (World),India relocates crocodiles at world's tallest statue in Gujarat https://t.co/LpbJ81EKet,Sat Jan 26 02:07:17 +0000 2019,0.0,0.0,1.0,0.0
351,BBC News (World),Vienna rescues forgotten women artists censored by the Nazis https://t.co/NAL4DQddWF,Sat Jan 26 00:05:44 +0000 2019,-0.0516,0.18,0.547,0.273
352,BBC News (World),BBC journalist Ging Ginanjar: A giant of Indonesia's battle for press freedom https://t.co/3bGvZ7MHNG,Sat Jan 26 00:03:27 +0000 2019,0.3818,0.25,0.595,0.155
353,BBC News (World),In pictures: Deadly dam collapse in Brumadinho https://t.co/edqpbybisn,Fri Jan 25 22:42:49 +0000 2019,-0.4939,0.0,0.686,0.314
354,BBC News (World),Donald Trump announces a temporary end to the longest government shutdown in US history — but continues to defend h… https://t.co/uVJrXVOtFm,Fri Jan 25 21:55:01 +0000 2019,0.0,0.0,1.0,0.0
355,BBC News (World),Venezuela crisis: Guaidó rejects talks with Maduro https://t.co/WO9RxWs9CE,Fri Jan 25 20:46:06 +0000 2019,-0.8074,0.0,0.451,0.549
356,BBC News (World),"Two arrested in Canada in terrorism probe, one minor charged https://t.co/I9JZtRIzqJ",Fri Jan 25 20:16:28 +0000 2019,-0.8591,0.0,0.457,0.543
357,BBC News (World),"RT @BBCBreaking: ""Walls should not be controversial... walls work"" - President Donald Trump lays out the case for his border wall as he ann…",Fri Jan 25 19:48:43 +0000 2019,0.0,0.0,1.0,0.0
358,BBC News (World),Trump announces deal to lift shutdown https://t.co/TNycNJGXT0,Fri Jan 25 19:37:24 +0000 2019,0.0,0.0,1.0,0.0
359,BBC News (World),"RT @BBCBreaking: ""We have reached a deal to end the shutdown"" - President Donald Trump announces details of deal reached to temporarily end…",Fri Jan 25 19:33:57 +0000 2019,0.2023,0.128,0.872,0.0
360,CBS News,9 tax deductions individuals can no longer claim for their 2018 taxes https://t.co/gJzcNWzWq1 https://t.co/orYtgZkEen,Sun Jan 27 12:03:04 +0000 2019,-0.296,0.0,0.845,0.155
361,CBS News,"Ketchup ""caviar"" and other Valentine's Day's promotions https://t.co/Es4z6kVYK8 https://t.co/iEwwAaGBQT",Sun Jan 27 11:48:03 +0000 2019,0.0,0.0,1.0,0.0
362,CBS News,"Head injuries, fractures common in e-scooter crashes, study finds https://t.co/CkNXlUlIwa https://t.co/he5U4zL1JM",Sun Jan 27 11:33:04 +0000 2019,0.0,0.0,1.0,0.0
363,CBS News,"NASA works to revive Mars rover Opportunity, but hopes are fading https://t.co/U2l3cb04bD https://t.co/1ojD1K7DGQ",Sun Jan 27 11:18:04 +0000 2019,0.743,0.422,0.578,0.0
364,CBS News,"Anne Hathaway confirms ""Princess Diaries 3"" is in the works, and Julie Andrews will be in it https://t.co/rKx4eYM8eH https://t.co/WtuQ5T4oiz",Sun Jan 27 11:03:03 +0000 2019,0.0,0.0,1.0,0.0
365,CBS News,Who is Roger Stone? https://t.co/MKjI9Ms2si https://t.co/nfqO5axzCk,Sun Jan 27 10:48:03 +0000 2019,0.0,0.0,1.0,0.0
366,CBS News,"Facebook reportedly plans to merge messaging in Instagram, Messenger and WhatsApp https://t.co/XAp8hLsij9 https://t.co/UN4GwbBPML",Sun Jan 27 10:33:03 +0000 2019,0.0,0.0,1.0,0.0
367,CBS News,Why you should file your tax return ASAP this year https://t.co/ZyUADG3OZe https://t.co/PMwH9v1Bph,Sun Jan 27 10:18:03 +0000 2019,0.0,0.0,1.0,0.0
368,CBS News,"""We've entered a new era"" of public concern about climate change, survey finds https://t.co/UjSm0RPp1x https://t.co/yfksMogNNL",Sun Jan 27 10:03:03 +0000 2019,0.0,0.0,1.0,0.0
369,CBS News,"10-year-old attempts to prove Tom Brady is a ""cheater"" in winning science fair project https://t.co/TCPwEVKCse https://t.co/hQH9SPRG24",Sun Jan 27 09:48:04 +0000 2019,0.6908,0.305,0.695,0.0
370,CBS News,Study links gum disease-causing bacteria to Alzheimer's https://t.co/7oWpGKZJpr https://t.co/pSORSKJpNM,Sun Jan 27 09:33:03 +0000 2019,0.0,0.0,1.0,0.0
371,CBS News,School superintendent charged for using health insurance to help sick student https://t.co/aqZYfchjTt https://t.co/xQ5syZQ7KA,Sun Jan 27 09:18:04 +0000 2019,-0.34,0.152,0.562,0.287
372,CBS News,"Veteran who lost leg in Afghanistan helps his ""idol"" Colin Powell change tire on side of road… https://t.co/TbooFBWIUs",Sun Jan 27 09:03:03 +0000 2019,0.0772,0.124,0.766,0.11
373,CBS News,Loyal customer gives McDonald's employee free car after hearing about her struggles https://t.co/SVqs1V7ph3 https://t.co/mbRAN8aiZF,Sun Jan 27 08:48:04 +0000 2019,0.5994,0.322,0.553,0.126
374,CBS News,Families open up their hearts – and their homes – to serve veterans https://t.co/WAZrSxSL7C https://t.co/Pf52lfR4Do,Sun Jan 27 08:33:04 +0000 2019,0.0,0.0,1.0,0.0
375,CBS News,KFC vows to cut its plastic waste https://t.co/jsOMht9fVo https://t.co/cC2pKJzkDw,Sun Jan 27 08:18:03 +0000 2019,-0.5994,0.0,0.588,0.412
